ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q5,Q6_4,Q6_13,Q6_2,Q6_3,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_12_TEXT,Q7,Q7_8_TEXT,Q8,Q8_5_TEXT,Q9,Q9_10_TEXT,Q10,Q10_7_TEXT,Q11,Q12,Q13,Q14
R_2WwXEh9uiFM6Amr,ES-ES,Rio Grande Valley,McAllen,No,7th Grade,"$25,000 - $49,999",2,3,8,4,10,5,6,9,11,7,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Referral from friend or family member,,Yes,Ellas necesitan practicar el inglés ,Mejor educación ,
R_UPw8gubh2p2jY8V,ES-ES,Jacksonville,,,"1st Grade,9th Grade","$25,000 - $49,999",2,1,4,7,8,9,3,5,6,10,11,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs",,"Online search,Social media",,Yes,Mejor educación ,Tener clases para la universidad ,Tengan más planes de estudio y clases avanzadas para la universidad 
R_2VduBsDgPl89fGs,EN,Permian Basin,Yukon,,"Pre-k,Kinder",,2,4,5,6,3,7,8,11,9,10,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Family partnership approach,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Cost of attendance,,Other (Please specify),Live in the neighborhood ,,"Walking distance, security, and smaller classes ",,
R_2wTDNl7sTuYQdZK,ES-ES,Rio Grande Valley,Elsa,,"1st Grade,2nd Grade,4th Grade","Less than $25,000",1,2,3,5,6,4,8,9,10,11,12,7,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,"Availability of transportation,Safety and security",,Referral from friend or family member,,Yes,,,
R_3Mb2zVg9I4RP95B,ES-ES,Austin,Kyle,,6th Grade,"Less than $25,000",3,7,6,9,11,4,5,8,10,2,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Cost of attendance,,"Referral from friend or family member,A Community Event",,Yes,Hola!! E oído muy buenas referencias de las escuelas IDEA y quisiera que mi hijo tenga la oportunidad de ser parte de esta escuela.,"Más seguridad, atención y calidad académica ",Solo espero tener una Silla para el para el próximo año escolar 🙏
R_3JsBuhyFyJQpDk4,EN,Rio Grande Valley,Rio Grande City,No,6th Grade,"Less than $25,000",6,7,10,8,5,4,9,2,11,3,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,"Availability of transportation,Cost of attendance,Safety and security,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,"Referral from friend or family member,Social media,Billboard or other outdoor advertising",,Yes,"Porque la niña es de ese país, y no a ido a la escuela alla",Que todavia sea mejor en todos los ambitos,Tener comunicación con sus maestros referente a todo lo que pase con mi hija
R_DwbYf6tJVmSGngR,EN,Rio Grande Valley,,Los encinos,7th Grade,"$25,000 - $49,999",1,2,3,4,5,6,7,8,9,10,11,12,,Commitment to college preparation,,"Preparing for college,Developing strong character traits",,Career and Technical Education programs,,Referral from friend or family member,,Yes,Reputation,quality teachers,prep to college
R_1q3UEF4T3fPRglq,EN,Rio Grande Valley,San Benito,,1st Grade,"$25,000 - $49,999",1,2,3,5,6,4,7,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Safety and security,Social Emotional Learning Programs",,"Online search,Billboard or other outdoor advertising",,Yes,,,
R_12r3gfQg4cy7xe8,EN,El Paso,Horizon Vista,,4th Grade,"$25,000 - $49,999",3,4,7,6,8,9,5,10,11,2,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor",,Online search,,Yes,Highly trained and qualified teachers ,My kid is already attending IDEA,
R_yIK7aiHBIBwdi7f,EN,San Antonio,Burke,,5th Grade,"$100,000 - $149,999",3,2,10,6,8,4,5,11,9,7,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,,,"Online search,Social media,Billboard or other outdoor advertising",,Yes,Academics,A real academic challenge for my son ,
R_AvRBpFJ8W0ZS0EN,ES-ES,Rio Grande Valley,Frontier,,"6th Grade,12th Grade","$25,000 - $49,999",3,8,7,11,6,1,4,2,10,5,9,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff,Other (Please specify)",Las excelente referencias de la institución ,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits,Other (Please specify)",Definir su futuro profesional y personal ,"Availability of transportation,Cost of attendance,Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,"Referral from friend or family member,Billboard or other outdoor advertising",,No,Cambio de residencia a la zona de IDEA ,Mejor modelo de enseñanza y mejores instalaciones ,Gracias por la oportunidad 
R_2zvjomoekVMK0HI,EN,El Paso,Rio Vista,,3rd Grade,"$25,000 - $49,999",2,3,4,8,5,6,12,9,11,7,1,10,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Class sizes",,Referral from friend or family member,,No,My son just got just got a teacher ,I want him to learn ,
R_3HYpNvcbSMz8aeu,EN,Austin,Kyle,,6th Grade,"$75,000 - $99,999",1,2,6,7,9,4,8,11,10,5,3,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,Preparing for college,,,,Referral from friend or family member,,Yes,A friend's child attends and they speak nothing but positives about the curriculum of the school. Also the Middle school in our district does not have the best reviews and grade and it worries me as we are moving to this area and the education system my child is in now is helping her exceeds normal grade level expectations. I don't want her to fall behind because of the location of our home. ,,My daughter does well when she is pushed and has the opportunity to grow and learn. I think the curriculum behind IDEA matches her educational needs and our goals as parents. 
R_3CBAX5WaSYXPS5q,EN,San Antonio,Walzem,,"Pre-k,7th Grade,11th Grade","$75,000 - $99,999",3,2,10,5,7,6,4,11,9,8,1,12,Pickup/Drop off system that accomadates all families near and far within 50 miles radius,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff,Other (Please specify)",Safrety and Sercurity,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits,Other (Please specify)",Safe and Secure environment to learn,Other (Please specify),The management and control of the classroom during instruction or teachers absent during instruction ,Referral from friend or family member,,Yes,Prior enrollment of previous scholars ,Security of Scholars at all times and protection at all cost,Idea and the staff are excellent choice
R_Tbeg8DEP3AxgN5T,EN,San Antonio,Ewing Halsell,,Kinder,"Less than $25,000",1,2,3,4,5,7,9,8,6,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security",,Social media,,Yes,What to learn the most she can to be someone in this life,"Learning, and not as many days off..",Am satisfied how you'll are on my child to learn.
R_1zydjOWbj6Z1lRf,ES-ES,Rio Grande Valley,McAllen,,12th Grade,"Less than $25,000",3,4,5,9,10,7,2,6,1,11,8,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,,,Referral from friend or family member,,Yes,Cambio de residencia ,,
R_2uqg9x2Kyu9Fk7B,ES-ES,Austin,Bluff Springs,,"Kinder,6th Grade","$50,000 - $74,999",3,1,5,4,6,7,8,9,10,11,2,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance,Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,"Online search,Referral from friend or family member,Social media,Billboard or other outdoor advertising,Radio or TV advertisement,A Community Event",,Yes,Me gusta mucho la escuela,Respeto,Respeto
R_2yavQB4LHToRMWq,EN,Rio Grande Valley,Brownsville,,8th Grade,"$25,000 - $49,999",2,1,4,6,7,9,5,8,11,3,10,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Social Emotional Learning Programs",,Online search,,Yes,Education ,Education ,
